title,subtitle,author,content,link,category
WazirX files application for creditors’ meeting to present and vote on restructuring scheme,WazirX’s crypto operating entity Zettai has filed an application with the Singapore High Court so that it can take the restructuring process forward with creditors and carry out a vote,The Hindu Bureau,"WazirX files application for creditors’ meeting to present and vote on restructuring scheme WazirX’s crypto operating entity Zettai has filed an application with the Singapore High Court so that it can take the restructuring process forward with creditors and carry out a vote WazirX’s crypto operating entity Zettai said that it had filed an application with the Singapore High Court in order to carry out a creditors’ meeting where it could present and conduct a vote on the post-hack restructuring scheme. WazirX claimed that its scheme of arrangement was aimed at providing quick and fair recoveries. If approved, initial distributions could take place within 10 business days (per WazirX’s definition of the same in the proposal) after the scheme becomes effective.",https://www.thehindu.com/sci-tech/technology/wazirx-files-application-for-creditors-meeting-to-present-and-vote-on-restructuring-scheme/article68968373.ece,business
"India's steel expansion could hinder net zero emission goal, GEM says","India aims to reach a capacity of 300 million metric tons by 2030, up from the current 180 million metric tons in the production of steel",Miscellaneous,"India's steel expansion could hinder net zero emission goal, GEM says India aims to reach a capacity of 300 million metric tons by 2030, up from the current 180 million metric tons in the production of steel India's plans to ramp up coal-powered steelmaking capacity could impede the country's goal of net-zero carbon emissions by 2070, Global Energy Monitor (GEM) said in a report on Tuesday (December 10, 2024). Prime Minister Narendra Modi has set 2070 as the target for achieving net zero emissions, two decades later than what scientists recommend to avoid catastrophic climate impacts.",https://www.thehindu.com/business/indias-steel-expansion-could-hinder-net-zero-emission-goal-gem-says/article68968315.ece,business
"Will work to understand all perspectives, do what's best for economy: RBI Governor-designate Sanjay Malhotra",Sanjay Malhotra will over as the 26th Governor of the RBI at a time when it is under pressure to cut interest rates to support growth,Miscellaneous,"Will work to understand all perspectives, do what's best for economy: RBI Governor-designate Sanjay Malhotra Sanjay Malhotra will over as the 26th Governor of the RBI at a time when it is under pressure to cut interest rates to support growth Revenue Secretary Sanjay Malhotra on Tuesday (December 10, 2024) said he will work to understand all perspectives and do what is best for the economy after he takes charge as the RBI Governor on December 11. Watch | Who is Sanjay Malhotra, the next RBI chief?",https://www.thehindu.com/business/Economy/will-work-to-understand-all-perspectives-do-whats-best-for-economy-rbi-guv-designate/article68968342.ece,business
Tata Motors to increase prices of PVs by up to 3%,No Subtitle,The Hindu Bureau,"Tata Motors to increase prices of PVs by up to 3% No Subtitle Tata Motors has announced that it will increase prices of its passenger vehicles, including those of electric vehicles (EVs), by up to 3%. “Effective January 2025, the price increase will vary depending on the model and variant, and is being taken to partially offset the rise in input costs and inflation,” the auto major said in a statement.",https://www.thehindu.com/business/tata-motors-to-increase-prices-of-pvs-by-up-to-3/article68964864.ece,business
World needs supply chains that could function uninterrupted by crisis: Modi,"“It is imperative to have a large manufacturing base in India which is not only necessary for India, but also for the world economy”",Lalatendu Mishra,"World needs supply chains that could function uninterrupted by crisis: Modi “It is imperative to have a large manufacturing base in India which is not only necessary for India, but also for the world economy” Prine Minister Narendra Modi on Monday (December 9, 2024), in the context of continuing challenges related to global supply and value chain, said the world needed a system which would function unhindered and uninterrupted even during the biggest crisis. “For this it is imperative to have a large manufacturing base in India which is not only necessary for India, but also for the world economy,” he said while addressing delegates at the Rising Rajasthan Global Investment Summit in Jaipur.",https://www.thehindu.com/business/world-needs-supply-chains-that-could-function-uninterrupted-by-crisis-modi/article68964818.ece,business
"China's exports slow, imports decline, in November falling below forecasts","China’s November 2024 trade data shows exports up 6.7%, down from October’s 12.7%, while imports fell 3.9%, signaling weak post-pandemic recovery",Miscellaneous,"China's exports slow, imports decline, in November falling below forecasts China’s November 2024 trade data shows exports up 6.7%, down from October’s 12.7%, while imports fell 3.9%, signaling weak post-pandemic recovery China's exports slowed in November and its imports declined, falling below forecasts and underscoring potential weakness in trade at a time when its leaders are striving to boost the economy after the shocks of the COVID-19 pandemic. Customs data on Tuesday (December 10, 2024) showed exports grew 6.7% from a year earlier, down from a 12.7% increase in October(2024). Analysts had estimated that exports had risen more than 8%.",https://www.thehindu.com/news/international/chinas-exports-slow-imports-decline-in-november-falling-below-forecasts/article68967956.ece,business
"Nifty, Sensex flat as markets in consolidation phase; other Asian indices surge on China's stimulus optimism","Market experts noted that the consolidation phase in the markets is expected to continue. However, the risk of a downward trend in markets amid the Syria crisis has vanished",Miscellaneous,"Nifty, Sensex flat as markets in consolidation phase; other Asian indices surge on China's stimulus optimism Market experts noted that the consolidation phase in the markets is expected to continue. However, the risk of a downward trend in markets amid the Syria crisis has vanished The stock markets (both NSE and BSE) opened flat on Tuesday (December 10, 2024) amid a rally in other Asian stocks; however, the markets are indicating positive movement with short-term consolidation. The Nifty 50 index opened at 24,652.65 points with a gain of 33.65 points or 0.14%, while the BSE Sensex opened at 81,575.96 with a surge of 67.50 points or 0.08%.",https://www.thehindu.com/business/markets/nifty-sensex-flat-as-markets-in-consolidation-phase-other-asian-indices-surge-on-chinas-stimulus-optimism/article68968108.ece,business
Indian rupee hits record low as appointment of new RBI chief spurs dovish bets,"The rupee hit a low of 84.80 in early trading, surpassing its previous all-time low of 84.7575 hit last week.",Miscellaneous,"Indian rupee hits record low as appointment of new RBI chief spurs dovish bets The rupee hit a low of 84.80 in early trading, surpassing its previous all-time low of 84.7575 hit last week. The Indian rupee weakened to a record low on Tuesday (December 10, 2024), pressured by heightened expectations of domestic rate cuts next year after the government named career civil servant Sanjay Malhotra as the next governor of the Reserve Bank of India (RBI). The rupee hit a low of 84.80 in early trading, surpassing its previous all-time low of 84.7575 hit last week.",https://www.thehindu.com/business/markets/indian-rupee-hits-record-low-as-appointment-of-new-rbi-chief-spurs-dovish-bets/article68967948.ece,business
"Flipkart, DPIIT sign MoU to accelerate growth of startup ecosystem","The  e-tailer will leverage its early-stage startup investing programme, Leap Ahead, and its $100 million venture fund to support product start-ups, innovators and entrepreneurs across India",The Hindu Bureau,"Flipkart, DPIIT sign MoU to accelerate growth of startup ecosystem The  e-tailer will leverage its early-stage startup investing programme, Leap Ahead, and its $100 million venture fund to support product start-ups, innovators and entrepreneurs across India Flipkart, India’s homegrown e-commerce platform, has signed an MoU with the Department for Promotion of Industry and Internal Trade (DPIIT) to support and empower tech start-ups in India. Aimed at encouraging the growth of innovators and entrepreneurs, the partnership would build on existing efforts under the Flipkart Leap and Ventures initiative with its $100 million fund, said Flipkart in a statement on Monday (December 9, 2024).",https://www.thehindu.com/business/Industry/flipkart-dpiit-sign-mou-to-accelerate-growth-of-startup-ecosystem/article68966182.ece,business
"November auto retail sales grow over 11% but PVs, CVs lag",No Subtitle,The Hindu Bureau,"November auto retail sales grow over 11% but PVs, CVs lag No Subtitle Total automobile retail sales in November increased by 11.21% to 32,08,719 units compared with 28,85,317 units a year earlier. While two-wheelers (2W), three-wheelers (3W) and tractors posted year-on-year (YoY) growth of 15.8%, 4.23%, and 29.88% respectively in November, passenger vehicles (PV) and commercial vehicles (CV) experienced YoY declines of 13.72% and 6.08%, according to data released by Federation of Automobile Dealers Association (FADA).",https://www.thehindu.com/business/november-auto-retail-sales-grow-over-11-but-pvs-cvs-lag/article68965855.ece,business
Biocon receives establishment inspection report from U.S. FDA,No Subtitle,The Hindu Bureau,"Biocon receives establishment inspection report from U.S. FDA No Subtitle Biocon on Monday said it had received an establishment inspection report (EIR) with voluntary action indicated (VAI) status from the U.S. Food and Drug Administration (FDA), for its active pharmaceutical ingredient (API) facility (site 2)  located at the SEZ on Bommasandra-Jigani Link Road in Bengaluru, Karnataka. The action was based on a surveillance inspection conducted by the agency between September 23 and 27, the biopharmaceutical company said. Published - December 09, 2024 08:40 pm IST",https://www.thehindu.com/business/biocon-receives-establishment-inspection-report-from-us-fda/article68965674.ece,business
"Reliance seeks up to $3 bn loan for debt-refinancing, says media report","“Around six banks are in talks with the company for the loan, which would be syndicated to the wider market in the first quarter of 2025,” the report said",Miscellaneous,"Reliance seeks up to $3 bn loan for debt-refinancing, says media report “Around six banks are in talks with the company for the loan, which would be syndicated to the wider market in the first quarter of 2025,” the report said “Reliance Industries is in talks with banks for a loan of as much as $3 billion to refinance debt that is due next year,” Bloomberg News reported on Tuesday (December 10, 2024), citing people familiar with the issue. Reliance expects to complete merger with Disney’s India business in Q3",https://www.thehindu.com/business/reliance-seeks-up-to-3-bn-loan-for-debt-refinancing-says-media-report/article68967973.ece,business
RBI Governor Shaktikanta Das expresses gratitude in emotional post as he demits office today,Mr. Das also praised the RBI team for their collective efforts in navigating a challenging global economic environment marked by unprecedented shocks,Miscellaneous,"RBI Governor Shaktikanta Das expresses gratitude in emotional post as he demits office today Mr. Das also praised the RBI team for their collective efforts in navigating a challenging global economic environment marked by unprecedented shocks Outgoing Reserve Bank of India (RBI) Governor Shaktikanta Das in a heartfelt social media post expressed his gratitude to the government, stakeholders, and his colleagues for their support and contributions during his time in office. In a social media post shared on Tuesday (December 10, 2024), Mr. Das thanked Prime Minister Narendra Modi for entrusting him with the role of RBI Governor and providing guidance and encouragement throughout his term. ""Immensely grateful to the Hon'ble PM @narendramodi for giving me this opportunity to serve the country as Governor RBI and for his guidance and encouragement. Benefited a lot from his ideas and thoughts,"" Mr. Das wrote.",https://www.thehindu.com/business/rbi-governor-shaktikanta-das-expresses-gratitude-in-emotional-post-as-he-demits-office-today/article68967959.ece,business
Nvidia’s stock dips after China opens probe of the AI chip company for violating anti-monopoly laws,Shares of Nvidia have slipped after China said it is investigating the U.S. microchip company over suspected violations of Chinese anti-monopoly laws,Miscellaneous,"Nvidia’s stock dips after China opens probe of the AI chip company for violating anti-monopoly laws Shares of Nvidia have slipped after China said it is investigating the U.S. microchip company over suspected violations of Chinese anti-monopoly laws Shares of Nvidia fell Monday after China said it is investigating the high-flying U.S. microchip company over suspected violations of Chinese anti-monopoly laws. In a brief news release with few details, Chinese regulators appear to be focusing on Nvidia's $6.9 billion acquisition of network and data transmission company Mellanox in 2019.",https://www.thehindu.com/sci-tech/technology/nvidias-stock-dips-after-china-opens-probe-of-the-ai-chip-company-for-violating-anti-monopoly-laws/article68967731.ece,business
Hyundai Motor to install 600 public fast EV charging units,No Subtitle,The Hindu Bureau,"Hyundai Motor to install 600 public fast EV charging units No Subtitle Hyundai Motor India Ltd. (HMIL) said it aims to set up about 600 public EV fast-charging stations across the country in the next seven years, of which 50 will come up by this month end. The new public EV fast charging stations will come up on key highways, major cities and dealerships. These will be accessible to all 4W EVs manufactured in India at attractive tariffs. These stations are strategically located at prominent locations with several amenities, the South Korean carmaker said in a statement",https://www.thehindu.com/business/hyundai-motor-to-install-600-public-fast-ev-charging-units/article68964231.ece,business
On reforms in merchant shipping | Explained,"Have the Merchant Shipping Act, 1958, and the Coasting Vessels Act, 1838 failed in addressing the contemporary needs of the merchant marine sector? What are some of the international maritime conventions that India has ratified? Will the new Bills address maritime training and education as well?",Amitabh  Kumar,"On reforms in merchant shipping | Explained Have the Merchant Shipping Act, 1958, and the Coasting Vessels Act, 1838 failed in addressing the contemporary needs of the merchant marine sector? What are some of the international maritime conventions that India has ratified? Will the new Bills address maritime training and education as well? The story so far: The Government is preparing to introduce several significant bills aimed at driving much-needed reforms in the shipping industry. Key among them are the Merchant Shipping Bill, 2024 and the Coastal Shipping Bill, 2024, both of which promise to bring transformative changes to boost the sector.",https://www.thehindu.com/business/Industry/on-reforms-in-merchant-shipping-explained/article68964962.ece,business
Strong momentum makes it hard to bet against ‘freight train’ US stock rally,No Subtitle,Miscellaneous,"Strong momentum makes it hard to bet against ‘freight train’ US stock rally No Subtitle A relentless rally in U.S. stocks is showing few signs of slowing into year-end, even as rising valuations and signs of excessive speculation fuel worries that a pullback may be overdue. The S&P 500 notched its 57th record close of the year on Friday and is up nearly 28% in 2024, driven by a robust U.S. economy, expectations of lower interest rates and excitement over the tax cuts and deregulation promised by President-elect Donald Trump.",https://www.thehindu.com/business/strong-momentum-makes-it-hard-to-bet-against-freight-train-us-stock-rally/article68964770.ece,business
Paytm shares hit 52-week high; up more than 3%,"The shares of One97 Communications rose more than 3% to hit its 52-week high of ₹1,007 each on the BSE and NSE",Miscellaneous,"Paytm shares hit 52-week high; up more than 3% The shares of One97 Communications rose more than 3% to hit its 52-week high of ₹1,007 each on the BSE and NSE Shares of One97 Communications, which owns the Paytm brand, on Monday (December 9, 2024) jumped more than 3% on the bourses after the company approved the sale of stake in Softbank group's fintech firm PayPay Corporation. The shares of the company rose more than 3% to hit its 52-week high of ₹1,007 each on the BSE and NSE.",https://www.thehindu.com/business/markets/paytm-shares-hit-52-week-high-up-more-than-3/article68964198.ece,business
Auto retail sales up 11.21% in November riding on two-wheeler demand: FADA,"Retail sales of two-wheelers were at 26,15,953 units last month, as compared to 22,58,970 units in November 2023, a growth of 15.8% buoyed by the festive spillover",Miscellaneous,"Auto retail sales up 11.21% in November riding on two-wheeler demand: FADA Retail sales of two-wheelers were at 26,15,953 units last month, as compared to 22,58,970 units in November 2023, a growth of 15.8% buoyed by the festive spillover Retail sales of vehicles across categories in India grew by 11.21% at 32,08,719 units in November, as compared to 28,85,317 units in the same month last year riding on two-wheeler demand, Federation of Automobile Dealers Associations said on Monday (December 9, 2024). Retail sales of two-wheelers were at 26,15,953 units last month, as compared to 22,58,970 units in November 2023, a growth of 15.8% buoyed by the festive spillover.",https://www.thehindu.com/business/Industry/auto-retail-sales-up-1121-in-november-riding-on-two-wheeler-demand-fada/article68964265.ece,business
Lumina Datamatics to acquire TNQ Tech in 2 tranches,"First tranche of 80% to cost ₹336 crore, second tranche to be based on EBITDA parameters",The Hindu Bureau,"Lumina Datamatics to acquire TNQ Tech in 2 tranches First tranche of 80% to cost ₹336 crore, second tranche to be based on EBITDA parameters Lumina Datamatics Ltd., a wholly owned subsidiary of Datamatics Global Services Ltd., will acquire 100% stake in TNQ Tech Pvt. Ltd., for cash consideration in two tranches. Lumina Datamatics will be signing the share purchase agreement, shareholders’ and other agreements to acquire the shares from existing shareholders. The transaction is expected to be completed by July 2026.",https://www.thehindu.com/business/lumina-datamatics-to-acquire-tnq-tech-in-2-tranches/article68965289.ece,business
"To Europe's economic malaise, add a leadership void",No Subtitle,Miscellaneous,"To Europe's economic malaise, add a leadership void No Subtitle France and Germany's political crises are a setback for efforts to modernise Europe's struggling economy and are already making it harder for companies to take the investment decisions they need to compete globally. Government collapses in Germany and France--the big two economies that for decades have powered the European Union--come just as the region must navigate the return of Donald Trump to the White House and mounting trade tensions with China.",https://www.thehindu.com/business/to-europes-economic-malaise-add-a-leadership-void/article68964745.ece,business
Union government names Revenue Secretary Sanjay Malhotra as RBI Governor,"A 1990-batch IAS officer of Rajasthan cadre, he is a computer science engineering graduate from the Indian Institute of Technology, Kanpur",The Hindu Bureau,"Union government names Revenue Secretary Sanjay Malhotra as RBI Governor A 1990-batch IAS officer of Rajasthan cadre, he is a computer science engineering graduate from the Indian Institute of Technology, Kanpur The Centre on Monday (December 9, 2024) announced the appointment of Revenue Secretary Sanjay Malhotra as the 26th Governor of the Reserve Bank of India, a day before incumbent Governor Shaktikanta Das’s six-year term comes to an end on Tuesday (December 10, 2024). A 1990-batch officer of the Indian Administrative Service of the Rajasthan cadre, Mr. Malhotra is a computer science engineering graduate from the Indian Institute of Technology, Kanpur, and has a Master’s degree in Public Policy from the Princeton University, U.S.A, and will take charge of the country’s monetary policy framework and banking regulation at Mint Street on December 11.",https://www.thehindu.com/business/Economy/sanjay-malhotra-is-the-new-rbi-governor-for-three-year-term/article68965180.ece,business
Oil climbs as Assad's fall brings more uncertainty to Middle East,No Subtitle,Miscellaneous,"Oil climbs as Assad's fall brings more uncertainty to Middle East No Subtitle Oil prices climbed on Monday after the fall of Syrian President Bashar al-Assad's regime introduced greater uncertainty to the Middle East, although the gains were capped by a waning demand outlook for the coming year. Brent crude futures rose 36 cents, or 0.51%, to $71.48 per barrel by 0513 GMT. U.S. West Texas Intermediate (WTI) crude futures gained 38 cents, or 0.57%, to $67.58 per barrel.",https://www.thehindu.com/business/oil-climbs-as-assads-fall-brings-more-uncertainty-to-middle-east/article68964784.ece,business
Rupee drops 8 paise to close at 84.74 against U.S. dollar,"The rupee weakens to 84.74 against dollar, impacted by foreign fund outflows and muted equities, awaiting RBI policy cues",Miscellaneous,"Rupee drops 8 paise to close at 84.74 against U.S. dollar The rupee weakens to 84.74 against dollar, impacted by foreign fund outflows and muted equities, awaiting RBI policy cues The rupee depreciated 8 paise to close at 84.74 (provisional) against the U.S. dollar on Monday (December 9, 2024), dragged down by fresh foreign fund outflows and a muted trend in domestic equities. Forex traders said the rupee remains in a weakening mode due to dollar demand from importers and foreign banks.",https://www.thehindu.com/business/rupee-drops-8-paise-to-close-at-8474-against-us-dollar/article68964866.ece,business
Markets settle lower amid selling in blue-chip stocks,"After oscillating between highs and lows during the day, the 30-share BSE benchmark Sensex declined 200.66 points or 0.25% to settle at 81,508.46. During the day, it moved between the high of 81,783.28 and low of 81,411.55",Miscellaneous,"Markets settle lower amid selling in blue-chip stocks After oscillating between highs and lows during the day, the 30-share BSE benchmark Sensex declined 200.66 points or 0.25% to settle at 81,508.46. During the day, it moved between the high of 81,783.28 and low of 81,411.55 Equity benchmark indices Sensex and Nifty ended lower on Monday (December 9, 2024), dragged down by selling in blue-chip stocks Reliance Industries, Hindustan Unilever, Axis Bank and mixed global trend. After oscillating between highs and lows during the day, the 30-share BSE benchmark Sensex declined 200.66 points or 0.25% to settle at 81,508.46. During the day, it moved between the high of 81,783.28 and low of 81,411.55.",https://www.thehindu.com/business/markets/markets-settle-lower-amid-selling-in-blue-chip-stocks/article68964940.ece,business
Air India confirms placing order to purchase 100 more Airbus aircraft,Both Airbus and Boeing have massive backlog equivalent to 12 years of production,Jagriti Chandra,"Air India confirms placing order to purchase 100 more Airbus aircraft Both Airbus and Boeing have massive backlog equivalent to 12 years of production Air India on Monday confirmed that it placed an order to purchase 100 more Airbus aircraft, which include 10 widebody A350 and 90 narrowbody A320 Family aircraft. Airbus, in its order and delivery report published early October, disclosed that it had booked 235 orders from customers, including 85 from an undisclosed buyer on September 5. This was likely followed by two more orders in October.",https://www.thehindu.com/business/Industry/air-india-confirms-placing-order-to-purchase-100-more-airbus-aircraft/article68965170.ece,business
"China regulators tell banks to expedite offshore company listings, sources say",No Subtitle,Miscellaneous,"China regulators tell banks to expedite offshore company listings, sources say No Subtitle Regulators in mainland China and Hong Kong have told some of the world's biggest investment banks to help speed up Chinese companies' listings in the city, said sources, in a bid to boost fundraising overseas and revitalise the world's No. 2 economy. The China Securities Regulatory Commission (CSRC) in October told two meetings, attended by a total of more than 10 banks and law firms, it was working towards speeding up some approvals for offshore listings, seven sources said.",https://www.thehindu.com/business/china-regulators-tell-banks-to-expedite-offshore-company-listings-sources-say/article68964788.ece,business
War on spam: Airtel's network flags 8 billion spam calls in 2.5 months; identifies 1 million spammers daily,Bharti Airtel’s AI-powered network flags 8 billion spam calls and 0.8 billion spam SMSes in 2.5 months,Miscellaneous,"War on spam: Airtel's network flags 8 billion spam calls in 2.5 months; identifies 1 million spammers daily Bharti Airtel’s AI-powered network flags 8 billion spam calls and 0.8 billion spam SMSes in 2.5 months Telecom operator Bharti Airtel on Monday (December 9, 2024) said its network has flagged a staggering 8 billion spam calls and called out 0.8 billion spam SMSes (text messages) within two-and-a-half months of the launch of its spam-fighting AI-powered solution. The company informed in a release that leveraging an advanced algorithm, the AI-powered network has successfully identified close to 1 million spammers every day. Notably, 6% of all calls and 2% of all SMSes on the Airtel network have been identified as spam.",https://www.thehindu.com/business/Industry/war-on-spam-airtels-network-flags-8-billion-spam-calls-in-25-months-identifies-1-million-spammers-daily/article68964467.ece,business
Adani Group to invest  ₹7.5 lakh crore in Rajasthan across sectors,"Adani Group to invest ₹7.5 lakh crore in Rajasthan, focusing on renewable energy and green projects over the next five years",Miscellaneous,"Adani Group to invest  ₹7.5 lakh crore in Rajasthan across sectors Adani Group to invest ₹7.5 lakh crore in Rajasthan, focusing on renewable energy and green projects over the next five years ”The Adani Group is planning to invest ₹7.5 lakh crore across sectors in Rajasthan,” a senior company official said on Monday (December 9, 2024). While speaking at the Rising Rajasthan Summit Adani Ports and Special Economical Zone (SEZ), managing director Karan Adani said, “50% of the total investment will be made within the next five years.”",https://www.thehindu.com/business/Industry/adani-group-to-invest-75-lakh-crore-in-rajasthan-across-sectors/article68964846.ece,business
