title,subtitle,author,content,link,category
"Twelve days that shook Syria
Premium",The rapid collapse of government forces in Aleppo stunned both the militants and the regime alike,Stanly Johny,"Twelve days that shook Syria
Premium The rapid collapse of government forces in Aleppo stunned both the militants and the regime alike The Hayat Tahrir al-Sham (HTS), the Syrian Islamist militant group, had been preparing for months for a large-scale offensive against regime forces. The civil war was quiet for years, particularly after the regime of President Bashar al-Assad captured most of its lost territories — including Aleppo, Hama and Homs. The HTS, formerly al-Nusra Front, the Syrian arm of al-Qaeda, had built a statelet in Idlib, in northwestern Syria, under the leadership of its ‘emir’, Abu Muhammed al-Jolani. The HTS and its ally Syrian National Army (SNA), formerly the Free Syrian Army, had informed Turkiye, their patron, at least six months ago about the offensive plan, according to a Reuters report. And Ankara had given its tacit approval. Mr. Assad’s troops were in a bad shape. Soldiers were poorly paid and lacked motivation. The country never recovered from the scars of the civil war. Under crippling American sanctions, its finances were in shambles. During the peak of the civil war, in 2015-16, Mr. Assad had heavily relied on his external allies for security — Russia, Iran and Hezbollah. Now, the situation was different. The Russians were focused on Ukraine. Iran lost a host of its Syria commanders to Israeli strikes. Hezbollah had been weakened in a year-long war with Israel. The HTS launched its offensive on November 27, the day Israel and Lebanon signed a ceasefire. On the 12th day, the Assad regime fell, sending tremors across the region.",https://www.thehindu.com/news/international/twelve-days-that-shook-syria/article68969014.ece,international
"Tulsi Gabbard, Trump's pick for Intel Chief who visited Assad, meets with Senators after dictator’s fall","Tulsi Gabbard, President-elect Trump’s Director of National Intelligence (DNI) pick, meets Senators, supports Trump’s Syria stance and faces confirmation questions",Miscellaneous,"Tulsi Gabbard, Trump's pick for Intel Chief who visited Assad, meets with Senators after dictator’s fall Tulsi Gabbard, President-elect Trump’s Director of National Intelligence (DNI) pick, meets Senators, supports Trump’s Syria stance and faces confirmation questions Tulsi Gabbard, President-elect Donald Trump’s pick to be the Director of National Intelligence (DNI), has met key Senators at Capitol Hill and supported the Republican leader's view on Syria amid the sudden fall of the country's Assad rule. Hindu-American Ms. Gabbard, 43, who represented Hawaii in the House for eight years as a Democrat, met with the Senators on Monday (December 9, 2024). ""I stand in full support and wholeheartedly agree with the statements that President Trump has made over these last few days regarding the developments in Syria,"" Ms. Gabbard, told reporters at Capitol Hill where she met top U.S. Senators on her nomination.",https://www.thehindu.com/news/international/tulsi-gabbard-trumps-pick-for-intel-chief-who-visited-assad-meets-with-senators-after-dictators-fall/article68968391.ece,international
Trump selects farmers agitation supporter Harmeet K. Dhillon as Assistant Attorney General for civil rights,Ms. Dhillon is the fourth Indian-origin to be nominated in the Trump 2.0 Cabinet,Kallol Bhattacherjee,"Trump selects farmers agitation supporter Harmeet K. Dhillon as Assistant Attorney General for civil rights Ms. Dhillon is the fourth Indian-origin to be nominated in the Trump 2.0 Cabinet The incoming Donald Trump administration has appointed Harmeet K. Dhillon as the Assistant Attorney General for civil rights. The appointment acquires importance from the Indian point of view as the Biden administration had accused India of planning to assassinate, pro-Khalistan activist Gurpatwant Singh Pannun, a U.S. citizen, on American soil. Ms. Dhillon has been vocal about human rights and acquired prominence during the 2020-’21 farmers protest when she criticised the police crackdown against the protesting farmers in Singhu and Ghazipur borders near Delhi.",https://www.thehindu.com/news/international/trump-nominates-indian-american-harmeet-dhillon-as-assistant-attorney-general-for-civil-rights/article68968153.ece,international
"Suspect Luigi Mangione arrested, charged with murder by New York prosecutors in killing of UnitedHealthcare CEO Brian Thompson","Luigi Nicholas Mangione, a 26-year-old Ivy League graduate from a prominent Maryland real estate family, had a gun believed to be the one used in the shooting of Brian Thompson",Miscellaneous,"Suspect Luigi Mangione arrested, charged with murder by New York prosecutors in killing of UnitedHealthcare CEO Brian Thompson Luigi Nicholas Mangione, a 26-year-old Ivy League graduate from a prominent Maryland real estate family, had a gun believed to be the one used in the shooting of Brian Thompson Authorities arrested a suspect and charged him with murder Monday (December 9, 2024) in the brazen Manhattan killing of UnitedHealthcare’s CEO after a quick-thinking McDonald’s customer in Pennsylvania spotted a man who officers found with a gun, mask and writings linking him to the ambush. The chance sighting at the restaurant in Altoona led to a dramatic break in a challenging but fast-moving investigation that captivated the public in the five days since the shooting that shook the business world.",https://www.thehindu.com/news/international/26-year-old-arrested-with-weapon-consistent-with-the-gun-used-in-killing-of-unitedhealthcare-ceo/article68966804.ece,international
Taiwan military on high alert as China warships sail near island,"China's Foreign Ministry warned Taiwan on Friday that ""seeking independence with the help of the United States will inevitably hit a wall"", and called on Washington to ""cease meddling in Taiwan-related affairs""",Miscellaneous,"Taiwan military on high alert as China warships sail near island China's Foreign Ministry warned Taiwan on Friday that ""seeking independence with the help of the United States will inevitably hit a wall"", and called on Washington to ""cease meddling in Taiwan-related affairs"" Taiwan's military was on high alert on Monday (December 9, 2024) after detecting Chinese warships near the island, Taipei said, as it prepared for likely drills by Beijing in response to President Lai Ching-te's U.S. visits. The Taiwanese Defence Ministry said it also spotted Chinese coast guard vessels and that Beijing's People's Liberation Army (PLA) had restricted the airspace off the Chinese coast.",https://www.thehindu.com/news/international/taiwan-military-on-high-alert-as-china-warships-sail-near-island/article68966148.ece,international
European countries suspend Syrian asylum decisions after Assad's fall,"The head of the UN refugee agency also cautioned that ""patience and vigilance"" were needed on the issue of refugee returns",Miscellaneous,"European countries suspend Syrian asylum decisions after Assad's fall The head of the UN refugee agency also cautioned that ""patience and vigilance"" were needed on the issue of refugee returns Britain, Germany, France, Italy and several other European countries said on Monday (December 9, 2024) they would freeze all pending asylum requests from Syrians, a day after the ouster of president Bashar al-Assad. While Berlin and other governments said they were watching the fast-moving developments in the war-ravaged nation, Austria signalled it would soon deport refugees back to Syria.",https://www.thehindu.com/news/international/european-countries-suspend-syrian-asylum-decisions-after-assads-fall/article68967670.ece,international
"China's exports slow, imports decline, in November falling below forecasts","China’s November 2024 trade data shows exports up 6.7%, down from October’s 12.7%, while imports fell 3.9%, signaling weak post-pandemic recovery",Miscellaneous,"China's exports slow, imports decline, in November falling below forecasts China’s November 2024 trade data shows exports up 6.7%, down from October’s 12.7%, while imports fell 3.9%, signaling weak post-pandemic recovery China's exports slowed in November and its imports declined, falling below forecasts and underscoring potential weakness in trade at a time when its leaders are striving to boost the economy after the shocks of the COVID-19 pandemic. Customs data on Tuesday (December 10, 2024) showed exports grew 6.7% from a year earlier, down from a 12.7% increase in October(2024). Analysts had estimated that exports had risen more than 8%.",https://www.thehindu.com/news/international/chinas-exports-slow-imports-decline-in-november-falling-below-forecasts/article68967956.ece,international
Israeli army in Golan buffer zone violates 1974 deal: UN,"Israeli Prime Minister Benjamin Netanyahu announced on Sunday he had ordered the army to ""seize"" the demilitarized zone in the Syrian-controlled part of the Golan Heights",Miscellaneous,"Israeli army in Golan buffer zone violates 1974 deal: UN Israeli Prime Minister Benjamin Netanyahu announced on Sunday he had ordered the army to ""seize"" the demilitarized zone in the Syrian-controlled part of the Golan Heights Israeli troops that have moved into the buffer zone on the edge of the Israeli-annexed Golan Heights ""constitute a violation"" of the 1974 disengagement agreement between Israel and Syria, a UN spokesman said on Monday (December 9, 2024). The UN peacekeeping force deployed in the Golan Heights, known as UNDOF, ""informed the Israeli counterparts that these actions would constitute a violation of the 1974 disengagement agreement,"" said Stephane Dujarric, spokesman for Secretary-General Antonio Guterres.",https://www.thehindu.com/news/international/israeli-army-in-golan-buffer-zone-violates-1974-deal-un/article68966832.ece,international
Nauru agrees to give Australia a veto right over a range of pacts with third nations including China,Australia has announced a multimillion-dollar agreement with Nauru that gives Australia a veto right over a range of pacts the tiny Pacific atoll might want to enter with third countries including China,Miscellaneous,"Nauru agrees to give Australia a veto right over a range of pacts with third nations including China Australia has announced a multimillion-dollar agreement with Nauru that gives Australia a veto right over a range of pacts the tiny Pacific atoll might want to enter with third countries including China Australia announced a multimillion-dollar agreement with Nauru on Monday (December 9, 2024) that gives Australia a veto right over a range of pacts the tiny Pacific atoll might want to enter with third countries including China. Australia offered 140 million Australian dollars ($89 million) over five years to the remote nation's population of 12,000 under the treaty to be implemented next year, including AU$40 million ($26 million) to enhance policing and security.",https://www.thehindu.com/news/international/nauru-agrees-to-give-australia-a-veto-right-over-a-range-of-pacts-with-third-nations-including-china/article68966778.ece,international
Netanyahu is set to take the witness stand for the first time in his corruption trial in Israel,Israeli Prime Minister Benjamin Netanyahu is set to testify for the first time in a trial against him on corruption allegations,Miscellaneous,"Netanyahu is set to take the witness stand for the first time in his corruption trial in Israel Israeli Prime Minister Benjamin Netanyahu is set to testify for the first time in a trial against him on corruption allegations Israeli Prime Minister Benjamin Netanyahu is set to take to the witness stand on Tuesday (November 10, 2024) for the first time in his trial on corruption allegations, a pivotal point in the drawn-out proceedings that comes as the leader wages war in Gaza and faces an international arrest warrant for war crimes charges. At home, Mr. Netanyahu is on trial for accusations of fraud, breach of trust and accepting bribes in three separate affairs. Mr. Netanyahu denies wrongdoing, but his appearance on the witness stand will be a low point in his decades-long political career, standing in contrast to the image of a sophisticated, respected leader he has tried to cultivate.",https://www.thehindu.com/news/international/netanyahu-is-set-to-take-the-witness-stand-for-the-first-time-in-his-corruption-trial-in-israel/article68966522.ece,international
Four Israeli soldiers died in accidental explosion in Lebanon: Army Radio,"Army Radio said that an initial review found that the detonation set off secondary explosions, leading to the collapse of the tunnel while the soldiers were in it",Miscellaneous,"Four Israeli soldiers died in accidental explosion in Lebanon: Army Radio Army Radio said that an initial review found that the detonation set off secondary explosions, leading to the collapse of the tunnel while the soldiers were in it Four Israeli soldiers who were killed in southern Lebanon were likely killed in an accidental detonation of explosives as they demolished a Hezbollah tunnel laden with weapons, Israel's Army Radio reported on Monday (December 9, 2024). The Israeli military said that four soldiers fell in combat, without providing further details. Army Radio said that the incident happened on Sunday (December 8, 2024) and that an initial review found that the detonation set off secondary explosions, leading to the collapse of the tunnel while the soldiers were in it.",https://www.thehindu.com/news/international/iraeli-soldiers-killed-in-accidental-explosion-in-lebanon-says-army-radio/article68966730.ece,international
Syria civil war LIVE Updates: Israel denies its forces penetrated into Syrian territory beyond buffer zone,"“The reports circulating in the media about the alleged advancement of Israeli tanks towards Damascus are false. IDF troops are stationed within the buffer zone, as stated in the past,”  an Israeli military official said",The Hindu Bureau,"Syria civil war LIVE Updates: Israel denies its forces penetrated into Syrian territory beyond buffer zone “The reports circulating in the media about the alleged advancement of Israeli tanks towards Damascus are false. IDF troops are stationed within the buffer zone, as stated in the past,”  an Israeli military official said ",https://www.thehindu.com/news/international/syria-civil-war-bashar-assad-asylum-live-updates-december-10/article68967696.ece,international
Rebels work to form government after Assad ouster; UN Security Council convenes over Syria situation,"The United Nations Security Council met behind closed doors late on Monday, and diplomats said they were still in shock at how quickly Assad's overthrow unfolded over 12 days",Miscellaneous,"Rebels work to form government after Assad ouster; UN Security Council convenes over Syria situation The United Nations Security Council met behind closed doors late on Monday, and diplomats said they were still in shock at how quickly Assad's overthrow unfolded over 12 days The lightning overthrow of President Bashar al-Assad left Syrians, countries in the region and world powers nervous on Tuesday (December 10, 2024) about what comes next as the rebel alliance took its first steps in a government transition. Follow Syria civil war LIVE Updates here",https://www.thehindu.com/news/international/rebels-work-to-form-government-after-assad-ouster-un-security-council-convenes-over-syria-situation/article68968048.ece,international
Israeli PM says won't stop Gaza war 'now',"Israel's offensive in Gaza has killed at least 44,758 people, mostly civilians, according to data from the Hamas-run health ministry",Miscellaneous,"Israeli PM says won't stop Gaza war 'now' Israel's offensive in Gaza has killed at least 44,758 people, mostly civilians, according to data from the Hamas-run health ministry Israeli Prime Minister Benjamin Netanyahu said on Monday (December 9, 2024) he would not stop the war in Gaza ""now"", with renewed efforts towards a ceasefire underway. Speaking at a press conference in Jerusalem 14 months into the war against Hamas Palestinian militants, he said ""if we end the war now, Hamas will return, recover, rebuild and attack us again -- and that is what we do not want to go back to"".",https://www.thehindu.com/news/international/israeli-pm-says-wont-stop-gaza-war-now/article68966982.ece,international
Google pulls McDonald's negative reviews over arrest in UnitedHealth murder,Google on Monday removed derogatory reviews about McDonald's after the suspect in the killing of UnitedHealth executive Brian Thompson was arrested at its restaurant in Pennsylvania,Miscellaneous,"Google pulls McDonald's negative reviews over arrest in UnitedHealth murder Google on Monday removed derogatory reviews about McDonald's after the suspect in the killing of UnitedHealth executive Brian Thompson was arrested at its restaurant in Pennsylvania Google on Monday removed derogatory reviews about McDonald's after the suspect in the killing of UnitedHealth executive Brian Thompson was arrested at its restaurant in Altoona, Pennsylvania, where police say a customer alerted a local employee about him. The negative comments aimed at McDonald's were the latest in what is known as ""review bombing,"" where an establishment is hit with a litany of bad reviews based on a political view or an occurrence unrelated to its actual business.",https://www.thehindu.com/sci-tech/technology/google-pulls-mcdonalds-negative-reviews-over-arrest-in-unitedhealth-murder/article68967739.ece,international
Attacks on Hindus in Bangladesh: Protest march held from White House to U.S. Capitol,The peaceful demonstrators urged the Joe Biden administration and the incoming Donald Trump administration to ask the new government in Bangladesh to take steps to protect Hindus,Miscellaneous,Attacks on Hindus in Bangladesh: Protest march held from White House to U.S. Capitol The peaceful demonstrators urged the Joe Biden administration and the incoming Donald Trump administration to ask the new government in Bangladesh to take steps to protect Hindus A large number of Indian Americans held a march from the White House to the U.S. Capitol over attacks on Hindus in Bangladesh. Raising slogans such as “We want Justice” and “Protect Hindus” the peaceful demonstrators urged the Joe Biden administration and the incoming Donald Trump administration to ask the new government in Bangladesh to take steps to protect Hindus but also take action against those responsible for this.,https://www.thehindu.com/news/international/attacks-on-hindus-in-bangladesh-protest-march-held-from-white-house-to-us-capitol/article68968025.ece,international
Venezuela Opposition leader says he will return as President,"Edmundo Gonzalez Urrutia  plans to return as President in January 2025, ruling out forming a government in exile",Miscellaneous,"Venezuela Opposition leader says he will return as President Edmundo Gonzalez Urrutia  plans to return as President in January 2025, ruling out forming a government in exile Venezuela's Opposition candidate Edmundo Gonzalez Urrutia has ruled out forming a government in exile, saying in an interview published Monday (December 9, 2024) that he will return to his country as President in January 2025. The 75-year-old, who the Opposition insists beat Venezuelan President Nicolas Maduro in a disputed July election, fled with his wife to Spain in September after being threatened with arrest.",https://www.thehindu.com/news/international/venezuela-opposition-leader-says-he-will-return-as-president/article68966696.ece,international
"Explosion at fuel depot in central Italy kills 2, injures 9","Italy's ENI oil company said the cause of the explosion at the depot in Calenzano, near Florence, was under investigation and said the flames were confined to a loading area and had not spread to nearby tanks",Miscellaneous,"Explosion at fuel depot in central Italy kills 2, injures 9 Italy's ENI oil company said the cause of the explosion at the depot in Calenzano, near Florence, was under investigation and said the flames were confined to a loading area and had not spread to nearby tanks “A fuel depot exploded in the central Italian region of Tuscan on Monday (December 9, 2024), killing at least two people and injuring nine,” authorities said. Italy's ENI oil company said the cause of the explosion at the depot in Calenzano, near Florence, was under investigation. It said the flames were confined to a loading area and had not spread to nearby tanks.",https://www.thehindu.com/news/international/explosion-at-fuel-depot-in-central-italy-kills-people-and-several-injured/article68965570.ece,international
"Government stable, says Syria PM; Israel conducts air strikes",Militant leader al-Jolani promises representative government and religious tolerance; Israeli attacks target suspected chemical weapons sites to keep them out of the hands of extremists,Miscellaneous,"Government stable, says Syria PM; Israel conducts air strikes Militant leader al-Jolani promises representative government and religious tolerance; Israeli attacks target suspected chemical weapons sites to keep them out of the hands of extremists Syria’s Prime Minister Mohammed Ghazi Jalali said on Monday (December 9, 2024) that most Cabinet Ministers are still working from offices in Damascus after militants entered the capital over the weekend and overthrew President Bashar al-Assad. Streams of refugees crossed in from neighbouring countries, hoping for a more peaceful future. However, there were already signs of the difficulties ahead for the militant alliance now in control of much of the country, which is led by Abu Mohammed al-Jolani, a former senior al-Qaeda militant who severed ties with the extremist group years ago and formed Hayat Tahrir al-Sham which leads the militant coalition that stormed Damascus. He has promised representative government and religious tolerance.",https://www.thehindu.com/news/international/government-stable-says-syria-pm-israel-conducts-air-strikes/article68965996.ece,international
"Turkish military helicopters collide in mid-air, killing 5 military personnel","The crash occurred in the southwestern province of Isparta during regular training flights, according to the governor",Miscellaneous,"Turkish military helicopters collide in mid-air, killing 5 military personnel The crash occurred in the southwestern province of Isparta during regular training flights, according to the governor “Two Turkish military helicopters collided in mid-air on Monday (December 9, 2024), causing one of them to crash and killing five military personnel on board,” an official said. The second helicopter landed safely. One other person escaped with injuries and was being treated in a hospital, private NTV television quoted Gov. Abdullah Erin as saying.",https://www.thehindu.com/news/international/turkish-military-helicopters-collide-in-mid-air-killing-5-military-personnel/article68965122.ece,international
Israel strikes suspected weapons sites in Syria as Russia grants Assad political asylum,"Israelis have welcomed the fall of Mr. Assad, who was a key ally of Iran and Lebanon's Hezbollah militant group, while expressing concern over what comes next",Miscellaneous,"Israel strikes suspected weapons sites in Syria as Russia grants Assad political asylum Israelis have welcomed the fall of Mr. Assad, who was a key ally of Iran and Lebanon's Hezbollah militant group, while expressing concern over what comes next Israel has struck suspected chemical weapons sites and long-range rockets in Syria in order to prevent them from falling into the hands of hostile actors, the Foreign Minister said on Monday (December 9, 2024). Syrian rebels reached Damascus over the weekend and overthrew President Bashar Assad’s government following nearly 14 years of civil war, raising hopes for a more peaceful future but also concerns about a potential security vacuum in the country, which is still split among armed groups.",https://www.thehindu.com/news/international/israel-strikes-suspected-weapons-sites-in-syria-as-russia-grants-assad-political-asylum/article68964865.ece,international
U.K. could consider removing ban on Syrian militant group HTS,"U.K. Cabinet Office Minister Pat McFadden told BBC Radio4 that the government would make a “relatively swift decision” about lifting the ban, if the situation in Syria stabilised.",Sriram Lakshman,"U.K. could consider removing ban on Syrian militant group HTS U.K. Cabinet Office Minister Pat McFadden told BBC Radio4 that the government would make a “relatively swift decision” about lifting the ban, if the situation in Syria stabilised. The U.K. could lift a ban on the militant group Hayat Tahrir al-Sham (HTS), which led to the overthrow of the Bashar al-Assad regime in Syria. The group had been proscribed in 2017 for its links with al-Qaeda. U.K. Cabinet Office Minister Pat McFadden told BBC Radio4 that the government would make a “relatively swift decision” about lifting the ban, if the situation in Syria stabilised. The HTS is also a designated terrorist organisation in the U.S.",https://www.thehindu.com/news/international/uk-could-consider-removing-ban-on-syrian-militant-group-hts/article68965739.ece,international
"U.S. State Department should clarify allegations over OCCRP, says BJP MP Sudhanshu Trivedi","“The U.S. State Department should clarify whether or not they are involved in such activities and if they are not, then they should withdraw their support from such OCCRP organisations,” Rajya Sabha MP Sudhanshu Trivedi said",The Hindu Bureau,"U.S. State Department should clarify allegations over OCCRP, says BJP MP Sudhanshu Trivedi “The U.S. State Department should clarify whether or not they are involved in such activities and if they are not, then they should withdraw their support from such OCCRP organisations,” Rajya Sabha MP Sudhanshu Trivedi said The Bharatiya Janata Party (BJP) on Monday (December 9, 2024) said the allegations made by the party on the U.S. State Department with regard to the Organised Crime and Corruption Reporting Project (OCCRP) was based on the media report by French publication Mediapart and that it was up to the U.S. State Department to clarify. “In this context, during our presser on this issue, we had quoted a media report by a French publication, published in Sarajevo in which it was made clear that the OCCRP project was funded partially by the U.S. State Department and by George Soros. It is therefore incumbent on them [U.S. State Department] to clarify whether what has been said in the report is correct or not,” said Rajya Sabha MP Sudhanshu Trivedi.",https://www.thehindu.com/news/national/allegations-on-occrp-bjp-only-quoting-media-report-up-to-us-state-department-to-clarify-says-bjp/article68964599.ece,international
Watch: First mass at Notre Dame cathedral since 2019 fire,The 12th century cathedral in Paris reopened on December 7,The Hindu Bureau,"Watch: First mass at Notre Dame cathedral since 2019 fire The 12th century cathedral in Paris reopened on December 7 Paris’s iconic Notre Dame cathedral is back. It reopened on December 7 following the devastating fire of 2019. Olivier Ribadeau Dumas, rector of Notre-Dame de Paris, held the first mass open to the public after the 12th century cathedral was restored.",https://www.thehindu.com/videos/watch-first-mass-at-notre-dame-cathedral-since-2019-fire/article68965751.ece,international
