title,subtitle,author,content,link,category
"Living under a dust blanket in Haryana’s Mahendragarh
Premium","In Haryana’s Mahendragarh, stone cutting and crushing in the Aravali mountain range impacts health and agricultural output. Ashok Kumar reports on the sufferings of the people who live in close proximity to the crushing machines. Their homes and crops are covered in dust so thick it looks like snow",Ashok Kumar,"Living under a dust blanket in Haryana’s Mahendragarh
Premium In Haryana’s Mahendragarh, stone cutting and crushing in the Aravali mountain range impacts health and agricultural output. Ashok Kumar reports on the sufferings of the people who live in close proximity to the crushing machines. Their homes and crops are covered in dust so thick it looks like snow On the outskirts of Khatoli Ahir village in Haryana’s Mahendragarh, an old banyan tree, spread with age, is covered with a thick layer of fine grey dust. Not far from the State boundary of Rajasthan, the tree that appears snow-clad, bears silent testimony to the ordeal of thousands of families across a dozen villages in the region. Here, people are constantly exposed to the harmful dust and noise emanating from the scores of stone crushers running with never a pause. Seated on a cemented platform below the tree, 60-year-old Gyarsi Lal, diagnosed with tuberculosis a year ago, is resigned to his fate. “Court mein case jeet liya. Mamla Supreme Court tak chala gaya. Phir bhi band nahi hue. Hamari kya aukat hai. Hum to mazdoor hain; hamari koi nahi manega (We won the case in court. The matter went to the Supreme Court, yet these units did not shut down. What is our status? We are labourers; no one will listen to us),” says Lal.",https://www.thehindu.com/news/national/haryana/living-under-a-dust-blanket/article68948157.ece,health
"What is the ‘bleeding eye’ virus? Explained 
Premium",An outbreak in Rwanda of the deadly Marburg virus has sparked global concern. Here is all you need to know about this zoonotic virus,S.  Soundari,"What is the ‘bleeding eye’ virus? Explained 
Premium An outbreak in Rwanda of the deadly Marburg virus has sparked global concern. Here is all you need to know about this zoonotic virus With an update the World Health Organization on November 9 2024 stating that the 42-day countdown to declare the Marburg virus disease (MVD) outbreak over (if there were no news cases), it seems as if Rwanda has seen the end of its recent health crisis. As of November 8, 66 confirmed cases, including 15 deaths with a case fatality ratio of 23% were reported, and 51 persons have recovered. The country has reported no new confirmed cases since October 30, 2024. Meanwhile, the WHO has called for enhanced surveillance, and infection prevention and control (IPC) measures to be maintained until the outbreak is formally declared to be over. According to the WHO, 17 outbreaks of MVD have previously been reported globally, the earliest recorded in 1967. The most recent previous outbreaks were reported in Equatorial Guinea and the United Republic of Tanzania between February and June 2023. Additional countries that previously reported outbreaks of MVD in the African Region include Angola, the Democratic Republic of the Congo, Ghana, Guinea, Kenya, South Africa, and Uganda.",https://www.thehindu.com/sci-tech/health/what-is-the-bleeding-eye-virus-explained/article68945990.ece,health
Brain stimulation can help some people with injured spinal cords walk: study,"The new technique is intended for people with spinal cord injuries where the connection between their brain and spinal cord has not been totally severed, and who still have some movement in their legs, scientists said",Miscellaneous,"Brain stimulation can help some people with injured spinal cords walk: study The new technique is intended for people with spinal cord injuries where the connection between their brain and spinal cord has not been totally severed, and who still have some movement in their legs, scientists said Scientists said earlier this week that electrically stimulating a particular region in the brain could help people with injured spinal cords walk more easily, with one patient describing how the technique allowed him to conquer his fear of stairs. The new technique is intended for people with spinal cord injuries where the connection between their brain and spinal cord has not been totally severed, and who still have some movement in their legs.",https://www.thehindu.com/sci-tech/health/brain-stimulation-can-help-some-people-with-injured-spinal-cords-walk-study/article68950528.ece,health
Science Quiz: On Universal Health Coverage Day,"On December 12, the world will observe International Universal Health Coverage Day and nations will dust up their old promises to provide universal health coverage for their population. UHC encompasses equal access for all to good quality health services and affordability for all. Here’s some trivia to update your knowledge of UHC",Ramya Kannan,"Science Quiz: On Universal Health Coverage Day On December 12, the world will observe International Universal Health Coverage Day and nations will dust up their old promises to provide universal health coverage for their population. UHC encompasses equal access for all to good quality health services and affordability for all. Here’s some trivia to update your knowledge of UHC Published - December 06, 2024 01:56 pm IST",https://www.thehindu.com/sci-tech/health/science-quiz-on-universal-health-coverage-day/article68954214.ece,health
Enough stock of anti-TB drugs: Health Ministry,The Ministry says it is ensuring that ‘sufficient stocks are available to meet increased requirements owing to the Central government’s ‘100-day anti-TB campaign’ which will begin on Dec. 7,Bindu Shajan Perappadan,"Enough stock of anti-TB drugs: Health Ministry The Ministry says it is ensuring that ‘sufficient stocks are available to meet increased requirements owing to the Central government’s ‘100-day anti-TB campaign’ which will begin on Dec. 7 India has more than two months’ stock of all essential anti-tuberculosis drugs under the National Tuberculosis Elimination Programme (NTEP), said the Health Ministry on Friday, adding that adequate measures have been taken for timely procurement and supply of such drugs. The Ministry said it has also started supplies “to ensure that sufficient stocks are available to meet increased requirements” owing to the Central government’s new ‘100-day anti-TB campaign’, which will be launched on Saturday. The programme will target 347 high-focus districts for intensified interventions.",https://www.thehindu.com/sci-tech/health/central-government-to-launch-100-day-tuberculosis-elimination-programme/article68954286.ece,health
The syndemic of tuberculosis and mental health,"TB is stigmatised due to the fear of contagiousness, association with poverty, and unhealthy behaviour. This leads to both social and self-stigma, which leads to mental health challenges. These mental health issues lead to hopelessness, despair, and impaired decision-making skills","Chapal Mehra,","The syndemic of tuberculosis and mental health TB is stigmatised due to the fear of contagiousness, association with poverty, and unhealthy behaviour. This leads to both social and self-stigma, which leads to mental health challenges. These mental health issues lead to hopelessness, despair, and impaired decision-making skills In 2022, 2.42 million Indians were diagnosed with tuberculosis. A silent crisis, TB is associated with a deep stigma, and those affected have stories of being ostracised and mistreated by families, communities, and even the health system. All of this has a significant impact on the mental health of those fighting TB. In truth, TB and mental illness are co-epidemics. Evidence suggests that people with mental health issues are more likely to develop TB. Also, TB-related stigma adversely impacts a TB-affected individual’s mental health from diagnosis through treatment and its side effects.  TB-related mental health issues also significantly diminish an individual’s quality of life.",https://www.thehindu.com/sci-tech/health/the-syndemic-of-tuberculosis-and-mental-health/article68917231.ece,health
"Why do patients who have been treated for mental illnesses continue to remain at institutions in India? 
Premium",Experts point to a host of factors including less-than-optimal reintegration programmes; pressures on families and the lack of financial outlays to meet the scale of the problem,Snehal Mutha,"Why do patients who have been treated for mental illnesses continue to remain at institutions in India? 
Premium Experts point to a host of factors including less-than-optimal reintegration programmes; pressures on families and the lack of financial outlays to meet the scale of the problem On a rainy September morning in Karjat, on the outskirts of Mumbai, 25 patients from the Regional Mental Hospital (RMH), Yerwada, arrived at the Shraddha Rehabilitation Centre, run by an NGO, to be reunited with their families. Many of these patients had been residents of RMH for over five years; some living there for years, even after being treated and cured. Among the patients was Lukhi, a woman in her 40s, standing in a queue, fiddling with her bangles and waiting to speak to her psychiatrist. All she asked him when her turn came was: “Ghar chod do ge na?” You will let me go home, right? Lukhi was brought to the RMH in 2016 and lived there for eight years even though she was fit to be discharged within a year. It was only on September 10 this year, after the NGO collaborated with the RMH for rehabilitation that the process of reuniting her with her family began. Lukhi’s is not an isolated case. Hundreds of patients have been residents of government-run mental health institutions for years, even after having completed their treatment, in facilities in Maharashtra and across India, experts and activists say.",https://www.thehindu.com/sci-tech/health/why-do-patients-who-have-been-treated-for-mental-illnesses-continue-to-remain-at-institutions-in-india/article68863292.ece,health
Centre continues to parry queries related to AIIMS in Kerala,Union Minister says the Kerala government’s proposal has not been approved in the current phase of Pradhan Mantri Swasthya Suraksha Yojana,The Hindu Bureau,"Centre continues to parry queries related to AIIMS in Kerala Union Minister says the Kerala government’s proposal has not been approved in the current phase of Pradhan Mantri Swasthya Suraksha Yojana The Union Ministry of Health and Family Welfare continues to parry queries related to the approval for a proposal to set up an All-India Institute of Medical Sciences (AIIMS) in Kerala and the Left Democratic Front government’s suggestion to have it in Kozhikode. Replying to a set of questions by John Brittas, Communist Party of India (Marxist) member in the Rajya Sabha, Union Minister J.P. Nadda on December 3 refused to clarify if the proposal would be cleared anytime soon. In August this year, Mr. Nadda had said that the Centre was considering it, but did not give a clear picture on its approval. It is not yet clear if the proposal will be cleared in the upcoming Union Budget as well.",https://www.thehindu.com/news/national/kerala/centre-continues-to-parry-queries-related-to-aiims-in-kerala/article68947048.ece,health
"Lung cancers increasingly seen in ‘never smokers’, air pollution believed to be culprit 
Premium","Exposure to chemicals in industries is believed to be another major cause; globally lung cancer has now over take breast cancer and is now the most common cancer, in terms of incidence in both men and women put together, say experts",Serena Joesphine M.,"Lung cancers increasingly seen in ‘never smokers’, air pollution believed to be culprit 
Premium Exposure to chemicals in industries is believed to be another major cause; globally lung cancer has now over take breast cancer and is now the most common cancer, in terms of incidence in both men and women put together, say experts Every year, between 3,500 and 4,000 persons are diagnosed with lung cancers in Tamil Nadu, with Chennai accounting for the highest Crude Incidence Rate (CIR/1,00,000 population) of 8.1 and Kanniyakumari not far behind with a CIR of 7.3. While the steady rise in lung cancers is worrying, what is of greater concern is lung cancers in “never smokers” and women. According to the Tamil Nadu Cancer Registry Project report, 2019, Cancer Institute (WIA), one in 105 persons (0 to 74 years) in Chennai are at risk of lung cancer. Coimbatore (6.5), Tiruvallur (6.4) and Kancheepuram (6.1) are among the top five districts with the highest lung cancer incidence rate after Chennai and Kanniyakumari.",https://www.thehindu.com/sci-tech/health/rising-lung-cancers-a-cause-for-concern/article68951359.ece,health
"Identifying the genetic pathways through which South Asians have a higher risk of diabetes, and tailoring medication
Premium","A study of British Pakistanis and British Bangladeshis has found that South Asian populations have higher genetic risks for producing insufficient insulin, and having fat unfavourably distributed in their body, making them more susceptible to diabetes, and perhaps needing more medication to manage it",Zubeda Hamid,"Identifying the genetic pathways through which South Asians have a higher risk of diabetes, and tailoring medication
Premium A study of British Pakistanis and British Bangladeshis has found that South Asian populations have higher genetic risks for producing insufficient insulin, and having fat unfavourably distributed in their body, making them more susceptible to diabetes, and perhaps needing more medication to manage it The fact that South Asians are more susceptible to Type 2 diabetes compared to some other populations has been established now. India is in an especially precarious position when it comes to this non-communicable disease – an estimated 10.13 crore people in the country have diabetes – and faces a huge challenge in screening, management and treatment. But what are the exact genetic pathways that make South Asians more prone to getting diabetes? And can insight into them help with better treatment? A new study by Sam Hodgson et al, ‘Genetic basis of early onset and progression of Type 2 diabetes in South Asians’ published in Nature Medicine, explores this. One of the reasons this study was undertaken, the paper notes, is that genetic research is largely focused on European ancestry groups, meaning the genetic risks of other populations such as South Asians is poorly understood.",https://www.thehindu.com/sci-tech/health/identifying-the-genetic-pathways-through-which-south-asians-have-a-higher-risk-of-diabetes-and-tailoring-medication/article68954196.ece,health
"Clinical psychology training in India needs central body, streamlining to avoid dilution of professional standards: study 
Premium","The existence of multiple training paths for the same licensure category allows less rigorous routes to licensure, undermining the quality of training and professionalism in the field, ultimately affecting mental health services, one of the authors of the study said",Afshan Yasmeen,"Clinical psychology training in India needs central body, streamlining to avoid dilution of professional standards: study 
Premium The existence of multiple training paths for the same licensure category allows less rigorous routes to licensure, undermining the quality of training and professionalism in the field, ultimately affecting mental health services, one of the authors of the study said Even as the country is facing a shortage of qualified clinical psychologists — with only 0.47 per 1,00,000 people, which is way below the World Health Organization’s (WHO’s) recommendation of one per 20,000 —  the discontinuation of the MPhil programme under the National Education Policy 2020 (NEP-2020) has raised concerns about the future of clinical psychology education in India. Since last year, the Rehabilitation Council of India (RCI) introduced new accredited programmes, including the BSc in Clinical Psychology, Postgraduate Diploma, MPsych, and PsyD in a phased manner. While these courses offer multiple entry and exit points, they have resulted in confusion regarding the quality of training and the clarity of professional roles within the field.",https://www.thehindu.com/sci-tech/health/research-paper-evaluates-clinical-psychology-education-and-accreditation-in-india/article68947291.ece,health
Crusaders fighting for welfare of those with blood disorders receive national award,"The two activists from Karnataka, have been creating awareness and working for policy change, to benefit those with haemophilia and thalassemia",Sharath S. Srivatsa,"Crusaders fighting for welfare of those with blood disorders receive national award The two activists from Karnataka, have been creating awareness and working for policy change, to benefit those with haemophilia and thalassemia Two people from Karnataka, who have been separately spearheading efforts to highlight blood disorders and those suffering with social stigmas and struggling with financial burdens, were honoured with Shresth Divyangjan, a national award for empowerment of persons with disabilities. On Tuesday, December 3, 2024, Suresh Hanagavadi, founder of the Karnataka Haemophilia Society, and G. Manjudarshini, a sub-registrar posted at Srirangapatna, were presented the national awards. Their efforts have not only created awareness with regard to the “hidden disability in the blood”, but they have also successfully lobbied with governments to bring about policy changes.",https://www.thehindu.com/news/cities/bangalore/crusaders-fighting-for-welfare-of-those-with-blood-disorders-receive-national-award/article68943769.ece,health
"Sewer gas deaths: the science behind fatalities and protective gear
Premium","Despite a ban on manual scavenging, the practice continues in India; sewer systems in the country continue to be poorly-ventilated and filled with lethal gases and this, combined with a lack of protective equipment and training, makes them, as often as not, death chambers",C.  Aravinda,"Sewer gas deaths: the science behind fatalities and protective gear
Premium Despite a ban on manual scavenging, the practice continues in India; sewer systems in the country continue to be poorly-ventilated and filled with lethal gases and this, combined with a lack of protective equipment and training, makes them, as often as not, death chambers In July 2024, the Government informed the Rajya Sabha that 377 people had died between 2019 and 2023, while they were involved in the  hazardous task of cleaning sewer and septic tanks. Just a few years ago in Chennai, at a prominent mall, a worker lost his life while cleaning a septic tank -- and this is despite manual scavenging being banned in the country. Ironically, two national surveys (in 2013 and 2018) claimed that manual scavenging no longer existed in India. The challenge therefore, lies in identifying manual scavengers, as their work is often informal employment or outsourced contracts. While there is undeniable sociopathic negligence with regard to this practice, the conversation often focuses solely on its sociological aspects. It is also critical however, to understand how sewer gases are formed, their impact on the human body, and the mechanisms of fatality and consequences of exposure to these gases.",https://www.thehindu.com/sci-tech/health/sewer-gas-deaths-the-science-behind-fatalities-and-protective-gear/article68937467.ece,health
Health officials investigate mystery disease in southwest Congo after 143 deaths,WHO is aware of the unidentified disease and has a team on the ground working with local health services to collect samples,Miscellaneous,"Health officials investigate mystery disease in southwest Congo after 143 deaths WHO is aware of the unidentified disease and has a team on the ground working with local health services to collect samples A flu-like disease that has killed dozens of people over two weeks is being investigated in southwestern Congo, local authorities said. The deaths were recorded between November 10 and November 25 in the Panzi health zone of Kwango province. Symptoms include fever, headache, cough and anaemia, provincial health minister Apollinaire Yumba told reporters over the weekend.",https://www.thehindu.com/news/international/health-officials-investigate-mystery-disease-in-southwest-congo-after-143-deaths/article68945045.ece,health
"Frontline nutrition workers foster disability inclusion
Premium",Anganwadi workers have a vital role in the early identification of children with disabilities and also serving as a referral for children and adults with disabilities,"Elisabeth  Faure,","Frontline nutrition workers foster disability inclusion
Premium Anganwadi workers have a vital role in the early identification of children with disabilities and also serving as a referral for children and adults with disabilities December 3 is International Day of Persons with Disabilities. It is a day dedicated to advocating the rights of people with disabilities by creating awareness and highlighting the inclusion and the needs of persons with disabilities who are among one of the most marginalised and under-represented communities in the world. In recent years, there has been growing recognition, globally and nationally, of the significant connection between nutrition and disability. Various studies are increasingly underscoring this relationship. There are reports that illuminate the profound impact of nutritional status on overall health and well-being.",https://www.thehindu.com/opinion/op-ed/frontline-nutrition-workers-foster-disability-inclusion/article68939601.ece,health
"Ballari maternal deaths: Non-standard IV fluid found to be culprit, Karnataka writes to Drugs Controller seeking action against manufacturer
Premium",Karanataka’s Health Department says some batches of IV fluid supplied were found to be ‘not of standard quality’; it has sought an investigation into the certification given to the manufacturer,Afshan Yasmeen,"Ballari maternal deaths: Non-standard IV fluid found to be culprit, Karnataka writes to Drugs Controller seeking action against manufacturer
Premium Karanataka’s Health Department says some batches of IV fluid supplied were found to be ‘not of standard quality’; it has sought an investigation into the certification given to the manufacturer A series of deaths of mothers at the Ballari District Hospital in Karnataka has triggered concern, and questions about Ringer’s Lactate an IV fluid that is used commonly by doctors. Now, the Karnataka Health Department has written to the Drugs Controller General of India (DCGI) to investigate the Standard Quality certification issued by the Central Drugs Laboratory, Kolkata, to M/s. Paschim Banga Pharmaceuticals, the manufacturer of Compound Sodium Lactate Injection I.P (Ringer’s Lactate). The State has also sought action against the manufacturer. Ringer’s Lactate (RL), an intravenous fluid that doctors commonly use to restore hydration and fluid balance in the body, supplied by this manufacturer, was used in the hospital.",https://www.thehindu.com/news/national/karnataka/ballari-maternal-deaths-karnataka-health-dept-writes-to-drugs-controller-seeking-action-against-manufacturer/article68943039.ece,health
"India’s history with AIDS and what comes next
Premium","On challenges ahead for India’s battle with HIV/AIDS; toxic waste in Bhopal and toxic air everywhere, insurance that covers outpatient consults and more",Zubeda Hamid,"India’s history with AIDS and what comes next
Premium On challenges ahead for India’s battle with HIV/AIDS; toxic waste in Bhopal and toxic air everywhere, insurance that covers outpatient consults and more (In the weekly Health Matters newsletter, Zubeda Hamid writes about getting to good health, and staying there. You can subscribe here to get the newsletter in your inbox.) World AIDS Day, observed on December 1, is a reminder that not only is there an urgent need to sustain progress that has been made, several challenges remain, and India has some way to go in rising to them: disparities in access to the vital antiretroviral therapy (ART) continue, and, as HIV increasingly intersects with non-communicable diseases such as diabetes and hypertension, it is vital to integrate it into broader primary health systems, say Sunil Solomon, A.K. Ganesh and Aylur K. Srikrishnan. If you’re interested in State specifics, do check out these pieces: Shrabana Chatterjee writes on the difficulties in tracking patients in West Bengal; Afshan Yasmeen details the acute shortage of CD4 testing kits in Karnataka; Serena Josephine M.  gives an overview of Tamil Nadu’s plans to build capacity among persons living with HIV/AIDS and Siddharth Kumar Singh explains how Telangana is stepping up awareness efforts.",https://www.thehindu.com/sci-tech/health/health-matters-newsletter-indias-history-with-aids-and-what-comes-next/article68941430.ece,health
